0.0 0.0
0.2094395 0.2079117
0.418879 0.4067367
0.6283185 0.5877852
0.8377581 0.7431449
1.047198 0.8660254
1.256637 0.9510566
1.466077 0.9945219
1.675516 0.9945219
1.884956 0.9510565
2.094395 0.8660254
2.303835 0.7431448
2.513274 0.5877852
2.722714 0.4067366
2.932153 0.2079116
3.141593 -8.742278e-08
3.351032 -0.2079118
3.560472 -0.4067368
3.769911 -0.5877853
3.979351 -0.7431449
4.18879 -0.8660254
4.39823 -0.9510566
4.607669 -0.9945219
4.817109 -0.9945219
5.026548 -0.9510565
5.235988 -0.8660254
5.445427 -0.7431448
5.654867 -0.587785
5.864306 -0.4067365
6.073746 -0.2079118
6.283185 1.748456e-07
